Iterations,Wins,Losses,QTable
5,3,2,"[[  -0.385219 ,  -0.4501   ,  -0.3940399,  -0.458119 ],
  [  -0.29701  ,  -0.362539 ,  -0.3211399,  -0.28081  ],
  [  -0.199    ,  -0.19     ,  -0.21601  ,  -0.19     ],
  [  -0.199    ,  -0.19     ,  -0.109    ,  -0.19     ],
  [  -0.199    ,  -0.28     ,  -0.109    ,  -0.19     ],
  [  -0.199    ,  -0.19     ,  -0.20791  ,  -0.199    ]],

 [[  -0.199    ,  99.7309   ,  -0.199    ,  -0.199    ],
  [  -0.2962   ,  -0.19     ,  99.88399  ,  -0.199    ],
  [  -0.199    ,  -0.19     ,  -0.109    ,  -0.1      ],
  [  -0.199    ,  -0.1      ,  -0.109    ,  -0.1      ],
  [  -0.199    ,  -0.19     ,  -0.109    ,  -0.1      ],
  [  -0.199    ,  -0.1      ,  -0.109    ,  -0.1      ]],

 [[  -0.199    ,  -0.19     ,  -0.199    ,  -0.199    ],
  [  -0.199    ,  99.91     ,  -0.109    ,-100.       ],
  [  -0.1      ,  -0.1      ,  -0.109    ,   0.       ],
  [  -0.1      ,   0.       ,   0.       ,   0.       ],
  [  -0.1      ,-100.       ,   0.       ,   0.       ],
  [  -0.1      ,   0.       ,   0.       ,   0.       ]],

 [[  -0.199    ,  -0.1      ,   0.       ,   0.       ],
  [  -0.1      ,   0.       ,   0.       ,   0.       ],
  [  -0.1      ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ]],

 [[  -0.1      ,   0.       ,  -0.1      ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ]],

 [[   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ],
  [   0.       ,   0.       ,   0.       ,   0.       ]]"
